"frequency","CURRENT_concept","NEW_concept","CURRENT_metaOntology","NEW_metaOntology","CURRENT_metaType","NEW_metaType"
"1","lubric",,"UNKNOWN",,,
"1","unconsciousness",,"UNKNOWN",,,
"16","time",,"UNKNOWN",,,
"3","levels",,"UNKNOWN",,,
"2","refer",,"UNKNOWN",,,
"2","tima",,"UNKNOWN",,,
"3","kaya",,"UNKNOWN",,,
"2","verde_island",,"agent",,,
"1","duties",,"UNKNOWN",,,
"2","quot",,"UNKNOWN",,,
"1","video",,"UNKNOWN",,,
"2","intelligence",,"UNKNOWN",,,
"1","junnel",,"UNKNOWN",,,
"1","kayo",,"UNKNOWN",,,
"2","panick",,"UNKNOWN",,,
"4","extract",,"UNKNOWN",,,
"1","agarang",,"UNKNOWN",,,
"7","conditions",,"UNKNOWN",,,
"1","bit",,"UNKNOWN",,,
"5","project",,"UNKNOWN",,,
"1","pick_up",,"UNKNOWN",,,
"7","divers",,"UNKNOWN",,,
"1","discuss",,"UNKNOWN",,,
"2","bir",,"UNKNOWN",,,
"1","klase",,"UNKNOWN",,,
"1","bin",,"UNKNOWN",,,
"5","big",,"UNKNOWN",,,
"1","nagpaihi",,"UNKNOWN",,,
"1","limbones",,"UNKNOWN",,,
"1","depend_on",,"UNKNOWN",,,
"4","under_control",,"UNKNOWN",,,
"63","siphon",,"UNKNOWN",,,
"3","depart",,"UNKNOWN",,,
"24","iloilo",,"UNKNOWN",,,
"1","dependent",,"UNKNOWN",,,
"1","jason",,"UNKNOWN",,,
"1","exchange_commission",,"organization",,,
"2","bmb",,"UNKNOWN",,,
"1","galunggong",,"UNKNOWN",,,
"6","namin",,"UNKNOWN",,,
"4","france-presse",,"UNKNOWN",,,
"1","partly",,"UNKNOWN",,,
"1","authority",,"UNKNOWN",,,
"3","benro",,"agent",,,
"1","side",,"UNKNOWN",,,
"1","bath",,"UNKNOWN",,,
"7","naic",,"UNKNOWN",,,
"1","at_one",,"UNKNOWN",,,
"2","ilang",,"UNKNOWN",,,
"15","member",,"UNKNOWN",,,
"7","sitio",,"UNKNOWN",,,
"1","vdv",,"UNKNOWN",,,
"2","biodiversity",,"UNKNOWN",,,
"18","oriental_mindoro",,"agent",,,
"1","pananagutin",,"UNKNOWN",,,
"4","seawat",,"UNKNOWN",,,
"1","tilt",,"UNKNOWN",,,
"2","red_flag",,"UNKNOWN",,,
"17","waves",,"UNKNOWN",,,
"3","noong",,"UNKNOWN",,,
"1","refin",,"UNKNOWN",,,
"1","ph_coast_guard",,"agent",,,
"5","disasters",,"UNKNOWN",,,
"4","hour",,"UNKNOWN",,,
"1","hanggat",,"UNKNOWN",,,
"1","standards",,"UNKNOWN",,,
"16","compensation",,"agent",,,
"1","bird",,"UNKNOWN",,,
"1","incur",,"UNKNOWN",,,
"1","comfort",,"UNKNOWN",,,
"5","base",,"UNKNOWN",,,
"5","as_well",,"UNKNOWN",,,
"1","informal",,"UNKNOWN",,,
"1","paraan",,"UNKNOWN",,,
"25","public",,"UNKNOWN",,,
"1","rehabilitate",,"UNKNOWN",,,
"1","boc",,"UNKNOWN",,,
"1","hong",,"UNKNOWN",,,
"1","talagang",,"UNKNOWN",,,
"1","kumpanyang",,"UNKNOWN",,,
"2","pdi",,"UNKNOWN",,,
"1","physical",,"UNKNOWN",,,
"1","hai",,"UNKNOWN",,,
"1","gateway",,"UNKNOWN",,,
"2","visible",,"UNKNOWN",,,
"3","leakage",,"UNKNOWN",,,
"1","after_all",,"UNKNOWN",,,
"2","boi",,"UNKNOWN",,,
"1","cruise",,"UNKNOWN",,,
"1","krixia",,"UNKNOWN",,,
"1","mabayaran",,"UNKNOWN",,,
"1","pakikipag-ugnayan",,"UNKNOWN",,,
"1","milkfish",,"UNKNOWN",,,
"1","skimmers",,"UNKNOWN",,,
"1","aboard",,"UNKNOWN",,,
"2","widespread",,"UNKNOWN",,,
"5","tank",,"UNKNOWN",,,
"1","bang",,"UNKNOWN",,,
"4","climate",,"agent",,,
"128","pcg",,"UNKNOWN",,,
"1","vital",,"UNKNOWN",,,
"16","monitor",,"UNKNOWN",,,
"3","creat",,"UNKNOWN",,,
"2","run_into",,"UNKNOWN",,,
"1","mandatory",,"UNKNOWN",,,
"2","vbl",,"UNKNOWN",,,
"2","fulfill",,"UNKNOWN",,,
"1","ldf",,"UNKNOWN",,,
"2","pco",,"UNKNOWN",,,
"1","peninsula_state_university",,"organization",,,
"2","sign",,"UNKNOWN",,,
"1","refuse",,"UNKNOWN",,,
"2","fishponds",,"UNKNOWN",,,
"8","factors",,"UNKNOWN",,,
"1","pasalubong",,"UNKNOWN",,,
"1","assumptions",,"UNKNOWN",,,
"1","talks",,"UNKNOWN",,,
"2","kirk",,"UNKNOWN",,,
"19","day",,"UNKNOWN",,,
"98","philippines",,"UNKNOWN",,,
"2","crabs",,"UNKNOWN",,,
"10","large",,"UNKNOWN",,,
"3","hope",,"UNKNOWN",,,
"1","pare-parehas",,"UNKNOWN",,,
"3","val",,"UNKNOWN",,,
"2","insurance",,"UNKNOWN",,,
"1","magtry",,"UNKNOWN",,,
"3","bill",,"UNKNOWN",,,
"2","measure",,"UNKNOWN",,,
"2","companys",,"UNKNOWN",,,
"2","asthmatic",,"UNKNOWN",,,
"2","dispersant",,"UNKNOWN",,,
"8","evidence",,"UNKNOWN",,,
"2","legitimate",,"UNKNOWN",,,
"1","exercise",,"UNKNOWN",,,
"1","afloat",,"UNKNOWN",,,
"2","gloton",,"UNKNOWN",,,
"1","analysis",,"UNKNOWN",,,
"1","simulation",,"UNKNOWN",,,
"1","non-government",,"UNKNOWN",,,
"4","oil-wat",,"UNKNOWN",,,
"1","farm",,"UNKNOWN",,,
"22","response",,"UNKNOWN",,,
"1","nalayag",,"UNKNOWN",,,
"3","findings",,"UNKNOWN",,,
"1","statements",,"UNKNOWN",,,
"2","name",,"UNKNOWN",,,
"5","pay",,"UNKNOWN",,,
"1","locate",,"UNKNOWN",,,
"3","dispersants",,"UNKNOWN",,,
"1","complaint",,"UNKNOWN",,,
"1","activity",,"UNKNOWN",,,
"3","talk",,"UNKNOWN",,,
"2","sites",,"UNKNOWN",,,
"1","persists",,"UNKNOWN",,,
"5","law",,"UNKNOWN",,,
"1","pagsugpo",,"UNKNOWN",,,
"1","lessons",,"UNKNOWN",,,
"11","kasi",,"UNKNOWN",,,
"35","bfar",,"organization",,,
"3","pah",,"UNKNOWN",,,
"1","bans",,"UNKNOWN",,,
"2","depend",,"UNKNOWN",,,
"1","earth-observation",,"UNKNOWN",,,
"1","reimbursement",,"UNKNOWN",,,
"1","pai",,"UNKNOWN",,,
"12","empress",,"UNKNOWN",,,
"2","disrupt",,"UNKNOWN",,,
"11","photo",,"UNKNOWN",,,
"1","carry_on",,"UNKNOWN",,,
"1","—kg",,"UNKNOWN",,,
"6","photos",,"UNKNOWN",,,
"1","eastward",,"UNKNOWN",,,
"1","wider",,"UNKNOWN",,,
"16","carina",,"UNKNOWN",,,
"1","portions",,"UNKNOWN",,,
"6","nang",,"UNKNOWN",,,
"1","orient",,"UNKNOWN",,,
"1","mabuanbuan",,"UNKNOWN",,,
"2","coastlines",,"UNKNOWN",,,
"1","nuclear",,"unknown",,,
"1","forgone",,"UNKNOWN",,,
"5","source",,"UNKNOWN",,,
"2","retrieve",,"UNKNOWN",,,
"1","marinduque",,"UNKNOWN",,,
"1","farm-gate",,"UNKNOWN",,,
"1","box",,"UNKNOWN",,,
"2","improv",,"UNKNOWN",,,
"12","contamination",,"UNKNOWN",,,
"1","nasa",,"UNKNOWN",,,
"2","armando",,"UNKNOWN",,,
"3","harbor",,"UNKNOWN",,,
"2","reason",,"UNKNOWN",,,
"1","mary_jane",,"agent",,,
"68","carri",,"UNKNOWN",,,
"1","highlight",,"UNKNOWN",,,
"13","observ",,"UNKNOWN",,,
"1","nabubuksan",,"UNKNOWN",,,
"7","respond",,"UNKNOWN",,,
"2","verifi",,"UNKNOWN",,,
"2","ferreras",,"agent",,,
"3","spillage",,"UNKNOWN",,,
"1","carry",,"UNKNOWN",,,
"1","dispel",,"UNKNOWN",,,
"1","cut_off",,"UNKNOWN",,,
"14","ban",,"UNKNOWN",,,
"2","expedite",,"UNKNOWN",,,
"2","final",,"UNKNOWN",,,
"11","naman",,"UNKNOWN",,,
"3","transfer",,"UNKNOWN",,,
"1","paghahanap",,"UNKNOWN",,,
"2","nate",,"UNKNOWN",,,
"1","beef_up",,"UNKNOWN",,,
"1","mussels",,"UNKNOWN",,,
"1","bays",,"UNKNOWN",,,
"7","mobil",,"UNKNOWN",,,
"2","hold",,"UNKNOWN",,,
"12","privacy",,"UNKNOWN",,,
"2","hopes",,"UNKNOWN",,,
"7","bad",,"UNKNOWN",,,
"4","distribution",,"UNKNOWN",,,
"2","pencas",,"UNKNOWN",,,
"7","damages",,"UNKNOWN",,,
"1","tumaob",,"UNKNOWN",,,
"3","mangroves",,"UNKNOWN",,,
"1","routes",,"UNKNOWN",,,
"1","masantol",,"UNKNOWN",,,
"81","will",,"UNKNOWN",,,
"44","biodiversity_management_bureau_identifi_coastal",,"agent",,,
"2","bataans",,"UNKNOWN",,,
"1","velayo",,"UNKNOWN",,,
"1","bar",,"UNKNOWN",,,
"1","vegetable",,"UNKNOWN",,,
"3","compensate",,"UNKNOWN",,,
"1","foam",,"UNKNOWN",,,
"1","survivors",,"UNKNOWN",,,
"1","pinagdudusahan",,"UNKNOWN",,,
"34","incident",,"UNKNOWN",,,
"2","virtual",,"UNKNOWN",,,
"7","shore",,"UNKNOWN",,,
"2","rizal",,"UNKNOWN",,,
"1","tablas",,"UNKNOWN",,,
"1","tropical",,"UNKNOWN",,,
"5","benhur_abalos",,"agent",,,
"10","clear",,"UNKNOWN",,,
"1","kabila",,"UNKNOWN",,,
"1","ibebenta",,"UNKNOWN",,,
"6","clean",,"UNKNOWN",,,
"2","depot",,"UNKNOWN",,,
"1","saturday_news_forum",,"organization",,,
"2","joanna_rose_aglibot",,"agent",,,
"2","dispers",,"UNKNOWN",,,
"1","utensils",,"UNKNOWN",,,
"1","financial_aid",,"UNKNOWN",,,
"15","products",,"UNKNOWN",,,
"8","nations_development",,"agent",,,
"2","portion",,"UNKNOWN",,,
"3","nelson_david",,"agent",,,
"5","kawit",,"UNKNOWN",,,
"1","stay",,"UNKNOWN",,,
"1","peaceful",,"UNKNOWN",,,
"2","vendor",,"UNKNOWN",,,
"1","taon",,"UNKNOWN",,,
"1","green",,"UNKNOWN",,,
"1","exceed",,"UNKNOWN",,,
"2","star",,"agent",,,
"1","brings",,"UNKNOWN",,,
"3","antonia",,"UNKNOWN",,,
"1","dangerous",,"UNKNOWN",,,
"2","migratory",,"UNKNOWN",,,
"4","begun",,"UNKNOWN",,,
"1","metals",,"UNKNOWN",,,
"1","implements",,"UNKNOWN",,,
"1","insights",,"UNKNOWN",,,
"5","alon",,"UNKNOWN",,,
"1","tahong",,"UNKNOWN",,,
"4","method",,"UNKNOWN",,,
"1","partially",,"UNKNOWN",,,
"1","bagamat",,"UNKNOWN",,,
"1","cut",,"UNKNOWN",,,
"6","philsa",,"UNKNOWN",,,
"1","pananagutan",,"UNKNOWN",,,
"3","closely",,"UNKNOWN",,,
"4","interior",,"UNKNOWN",,,
"2","isidro",,"UNKNOWN",,,
"1","survivor",,"UNKNOWN",,,
"1","indefinite",,"UNKNOWN",,,
"2","ecosystem",,"UNKNOWN",,,
"1","difficulty",,"UNKNOWN",,,
"2","no-pay",,"UNKNOWN",,,
"1","starboard",,"UNKNOWN",,,
"2","type",,"UNKNOWN",,,
"3","p500",,"UNKNOWN",,,
"4","portavaga",,"UNKNOWN",,,
"1","fires",,"UNKNOWN",,,
"1","twitter",,"UNKNOWN",,,
"1","lubao",,"UNKNOWN",,,
"3","aquino",,"UNKNOWN",,,
"5","hit",,"UNKNOWN",,,
"1","family",,"UNKNOWN",,,
"1","p113",,"task",,,
"1","ply",,"UNKNOWN",,,
"2","stakeholders",,"UNKNOWN",,,
"1","presumption",,"UNKNOWN",,,
"1","census",,"UNKNOWN",,,
"1","inhalation",,"UNKNOWN",,,
"2","kilusang",,"UNKNOWN",,,
"1","fines",,"UNKNOWN",,,
"18","submerg",,"UNKNOWN",,,
"2","meant",,"UNKNOWN",,,
"1","kanyang",,"UNKNOWN",,,
"6","assist",,"UNKNOWN",,,
"1","enter",,"UNKNOWN",,,
"94","philippine_coast_guard",,"agent",,,
"19","team",,"agent",,,
"2","filipinos",,"UNKNOWN",,,
"1","litres",,"UNKNOWN",,,
"1","sadyang",,"UNKNOWN",,,
"1","sectors",,"UNKNOWN",,,
"1","reefs—and",,"UNKNOWN",,,
"2","depth",,"UNKNOWN",,,
"2","cooper",,"UNKNOWN",,,
"4","discov",,"UNKNOWN",,,
"1","amounts",,"UNKNOWN",,,
"1","panic",,"UNKNOWN",,,
"10","strong",,"UNKNOWN",,,
"3","flood",,"UNKNOWN",,,
"1","mahal",,"UNKNOWN",,,
"21","owner",,"UNKNOWN",,,
"2","lives",,"UNKNOWN",,,
"1","celine",,"UNKNOWN",,,
"1","malabon_city",,"location",,,
"1","guagua",,"UNKNOWN",,,
"1","hard-hit",,"UNKNOWN",,,
"4","grease",,"UNKNOWN",,,
"1","goods",,"UNKNOWN",,,
"1","reach_out",,"UNKNOWN",,,
"1","misinformation",,"UNKNOWN",,,
"2","resolution",,"unknown",,,
"2","mangrove",,"UNKNOWN",,,
"1","reassure",,"UNKNOWN",,,
"1","pagkonsumo",,"UNKNOWN",,,
"1","sundy",,"UNKNOWN",,,
"3","ubaldo",,"UNKNOWN",,,
"13","seal",,"UNKNOWN",,,
"2","path",,"UNKNOWN",,,
"1","hernando",,"UNKNOWN",,,
"1","iyang",,"UNKNOWN",,,
"1","pati",,"UNKNOWN",,,
"23","east",,"UNKNOWN",,,
"1","grappl",,"UNKNOWN",,,
"1","bid",,"UNKNOWN",,,
"2","political",,"UNKNOWN",,,
"3","validation",,"UNKNOWN",,,
"1","task",,"UNKNOWN",,,
"1","buildup",,"UNKNOWN",,,
"2","agreement",,"UNKNOWN",,,
"12","kung",,"unknown",,,
"1","wear_and_tear",,"UNKNOWN",,,
"1","pic",,"UNKNOWN",,,
"1","jochele",,"UNKNOWN",,,
"3","pass",,"UNKNOWN",,,
"31","environmental",,"UNKNOWN",,,
"1","cocoflexsorb",,"unknown",,,
"46","according_to",,"UNKNOWN",,,
"1","iniimbestigahan",,"UNKNOWN",,,
"12","plan",,"UNKNOWN",,,
"1","pin",,"UNKNOWN",,,
"1","parang",,"UNKNOWN",,,
"1","wife",,"UNKNOWN",,,
"1","salvag",,"UNKNOWN",,,
"1","set_in_motion",,"UNKNOWN",,,
"5","night",,"UNKNOWN",,,
"5","earn",,"UNKNOWN",,,
"3","energy",,"UNKNOWN",,,
"2","briguera",,"UNKNOWN",,,
"2","changes",,"UNKNOWN",,,
"18","gma",,"UNKNOWN",,,
"1","jocelyn",,"UNKNOWN",,,
"1","napapadpad",,"UNKNOWN",,,
"5","distribut",,"UNKNOWN",,,
"2","look_for",,"UNKNOWN",,,
"11","equipment",,"unknown",,,
"8","aside_from",,"UNKNOWN",,,
"2","manage",,"UNKNOWN",,,
"25","estim",,"UNKNOWN",,,
"1","accountability—were",,"UNKNOWN",,,
"1","maneuv",,"UNKNOWN",,,
"12","seas",,"UNKNOWN",,,
"1","adopt",,"UNKNOWN",,,
"1","baruya",,"UNKNOWN",,,
"1","quantity",,"UNKNOWN",,,
"1","oil-affect",,"UNKNOWN",,,
"6","tayo",,"UNKNOWN",,,
"1","supplies",,"UNKNOWN",,,
"1","responsibility",,"UNKNOWN",,,
"1","cook",,"UNKNOWN",,,
"1","prove",,"UNKNOWN",,,
"1","nagtatanong",,"UNKNOWN",,,
"1","limitasyon",,"UNKNOWN",,,
"9","rosario",,"UNKNOWN",,,
"2","look_at",,"UNKNOWN",,,
"1","bandang",,"UNKNOWN",,,
"1","heads",,"UNKNOWN",,,
"1","development_office",,"organization",,,
"4","yun",,"UNKNOWN",,,
"1","sanctions",,"UNKNOWN",,,
"1","61-year-old",,"UNKNOWN",,,
"2","models",,"UNKNOWN",,,
"1","deathtrap",,"UNKNOWN",,,
"4","dapat",,"unknown",,,
"1","standby",,"UNKNOWN",,,
"1","presyo",,"UNKNOWN",,,
"1","refloat",,"UNKNOWN",,,
"1","professor",,"UNKNOWN",,,
"2","seagrass",,"UNKNOWN",,,
"3","lot",,"UNKNOWN",,,
"2","sourc",,"UNKNOWN",,,
"1","imposible",,"UNKNOWN",,,
"1","low",,"UNKNOWN",,,
"2","general_public",,"UNKNOWN",,,
"2","sniff",,"UNKNOWN",,,
"1","malinaw",,"UNKNOWN",,,
"1","critic",,"UNKNOWN",,,
"4","graphic",,"UNKNOWN",,,
"1","ilog",,"UNKNOWN",,,
"2","paran",,"UNKNOWN",,,
"2","sought",,"UNKNOWN",,,
"1","plants",,"UNKNOWN",,,
"3","wildlife",,"UNKNOWN",,,
"1","on_the_way",,"UNKNOWN",,,
"2","difficult",,"UNKNOWN",,,
"1","beneficiary",,"UNKNOWN",,,
"1","ensur",,"UNKNOWN",,,
"6","captain",,"UNKNOWN",,,
"1","marami",,"UNKNOWN",,,
"1","businessman",,"UNKNOWN",,,
"7","mt_jason_bradley",,"agent",,,
"16","vicinity",,"UNKNOWN",,,
"3","best",,"UNKNOWN",,,
"1","gawa",,"UNKNOWN",,,
"1","malalak",,"UNKNOWN",,,
"2","polycyclic",,"UNKNOWN",,,
"4","complet",,"UNKNOWN",,,
"5","site",,"UNKNOWN",,,
"4","currents",,"UNKNOWN",,,
"1","boodle",,"UNKNOWN",,,
"1","—_bataan",,"UNKNOWN",,,
"1","norma_david",,"agent",,,
"2","medical_attention",,"UNKNOWN",,,
"4","come",,"UNKNOWN",,,
"1","nagbebenta",,"UNKNOWN",,,
"1","seep",,"UNKNOWN",,,
"1","drums",,"UNKNOWN",,,
"2","dagat",,"UNKNOWN",,,
"4","agence",,"UNKNOWN",,,
"1","coma",,"UNKNOWN",,,
"2","material",,"UNKNOWN",,,
"1","panay",,"UNKNOWN",,,
"4","seek",,"UNKNOWN",,,
"2","presence",,"UNKNOWN",,,
"1","factors—includ",,"UNKNOWN",,,
"1","kakasuhan",,"UNKNOWN",,,
"5","experienc",,"UNKNOWN",,,
"1","south",,"UNKNOWN",,,
"1","defend",,"UNKNOWN",,,
"2","fisherman",,"UNKNOWN",,,
"16","week",,"UNKNOWN",,,
"1","unload",,"UNKNOWN",,,
"5","harmful",,"UNKNOWN",,,
"6","metro_manila",,"agent",,,
"1","percent",,"UNKNOWN",,,
"4","graphic_ed_lustan",,"agent",,,
"1","melivo",,"unknown",,,
"4","science",,"UNKNOWN",,,
"1","pse",,"UNKNOWN",,,
"4","courtesy",,"UNKNOWN",,,
"11","metal",,"UNKNOWN",,,
"1","in_relation_to",,"UNKNOWN",,,
"5","control",,"UNKNOWN",,,
"64","vessel",,"UNKNOWN",,,
"1","kanila",,"UNKNOWN",,,
"3","condition",,"UNKNOWN",,,
"13","mindoro",,"UNKNOWN",,,
"2","economy",,"UNKNOWN",,,
"2","prolong",,"UNKNOWN",,,
"1","umalis",,"UNKNOWN",,,
"6","possibility",,"UNKNOWN",,,
"1","humans",,"UNKNOWN",,,
"8","urg",,"UNKNOWN",,,
"2","period",,"UNKNOWN",,,
"10","cost",,"agent",,,
"5","economic",,"UNKNOWN",,,
"1","imperils",,"UNKNOWN",,,
"136","—_cavite_government_jonvic_remulla",,"UNKNOWN",,,
"1","philippines—as",,"UNKNOWN",,,
"1","necessit",,"UNKNOWN",,,
"1","take_place",,"UNKNOWN",,,
"3","english",,"UNKNOWN",,,
"1","trade_industry",,"agent",,,
"20","fisheries",,"UNKNOWN",,,
"1","ventur",,"UNKNOWN",,,
"7","cap",,"UNKNOWN",,,
"1","children",,"UNKNOWN",,,
"55","ferdinand_marcos_jr",,"agent",,,
"2","pinsalang",,"UNKNOWN",,,
"4","corp",,"agent",,,
"1","struck",,"UNKNOWN",,,
"1","introduc",,"UNKNOWN",,,
"7","hagonoy",,"UNKNOWN",,,
"10","initially",,"UNKNOWN",,,
"1","kasalanan",,"UNKNOWN",,,
"6","announc",,"UNKNOWN",,,
"2","wetland",,"UNKNOWN",,,
"1","ravag",,"UNKNOWN",,,
"5","ships_co",,"organization",,,
"3","expos",,"UNKNOWN",,,
"1","replied",,"UNKNOWN",,,
"1","tiyakin",,"UNKNOWN",,,
"3","fabric",,"UNKNOWN",,,
"1","attention",,"UNKNOWN",,,
"1","uncertainty",,"UNKNOWN",,,
"1","lumipat",,"UNKNOWN",,,
"2","tinatawag",,"UNKNOWN",,,
"1","eight-man",,"UNKNOWN",,,
"1","sea—a",,"UNKNOWN",,,
"4","regular",,"UNKNOWN",,,
"1","tubig",,"task",,,
"1","northern_luzon",,"agent",,,
"2","barkong",,"UNKNOWN",,,
"3","arambulo",,"UNKNOWN",,,
"29","diesel",,"UNKNOWN",,,
"25","fishermen",,"UNKNOWN",,,
"4","siya",,"UNKNOWN",,,
"1","panlalawigan",,"UNKNOWN",,,
"2","coverage",,"UNKNOWN",,,
"2","regional",,"UNKNOWN",,,
"1","guerrero",,"UNKNOWN",,,
"9","sensory",,"UNKNOWN",,,
"1","alvin",,"UNKNOWN",,,
"1","chandler",,"UNKNOWN",,,
"1","increase",,"UNKNOWN",,,
"1","sierra",,"UNKNOWN",,,
"1","dost",,"UNKNOWN",,,
"5","latest",,"UNKNOWN",,,
"2","involvement",,"UNKNOWN",,,
"1","craft",,"UNKNOWN",,,
"3","person",,"UNKNOWN",,,
"10","tugboat",,"UNKNOWN",,,
"4","respond_to",,"UNKNOWN",,,
"2","arnel_de_mesa",,"agent",,,
"1","ties",,"UNKNOWN",,,
"7","people",,"UNKNOWN",,,
"4","corporation",,"UNKNOWN",,,
"14","avoid",,"UNKNOWN",,,
"1","eleonor",,"UNKNOWN",,,
"1","silently",,"UNKNOWN",,,
"1","sustain",,"UNKNOWN",,,
"7","income",,"UNKNOWN",,,
"106","liters",,"UNKNOWN",,,
"1","consolid",,"UNKNOWN",,,
"1","surviv",,"UNKNOWN",,,
"2","focus",,"UNKNOWN",,,
"3","bottles",,"UNKNOWN",,,
"1","brg",,"UNKNOWN",,,
"3","lgu",,"UNKNOWN",,,
"1","platform",,"UNKNOWN",,,
"4","habitats",,"UNKNOWN",,,
"1","admissions",,"UNKNOWN",,,
"5","hours",,"UNKNOWN",,,
"3","brp",,"UNKNOWN",,,
"5","operational",,"UNKNOWN",,,
"1","uno",,"UNKNOWN",,,
"43","coastal",,"UNKNOWN",,,
"2","goal",,"UNKNOWN",,,
"13","prepar",,"UNKNOWN",,,
"3","huge",,"UNKNOWN",,,
"2","mswdo",,"UNKNOWN",,,
"3","sheens",,"UNKNOWN",,,
"1","simul",,"UNKNOWN",,,
"7","slicks",,"UNKNOWN",,,
"4","onslaught",,"UNKNOWN",,,
"1","conventions",,"UNKNOWN",,,
"1","radius",,"UNKNOWN",,,
"2","beneficiaries",,"UNKNOWN",,,
"1","environmentalists",,"UNKNOWN",,,
"1","inspect",,"UNKNOWN",,,
"1","ostr",,"UNKNOWN",,,
"7","port",,"unknown",,,
"1","suddenly",,"UNKNOWN",,,
"9","jose_enrique_garcia",,"agent",,,
"1","put",,"UNKNOWN",,,
"2","remove",,"UNKNOWN",,,
"2","aque",,"UNKNOWN",,,
"2","secure",,"UNKNOWN",,,
"6","gavan",,"UNKNOWN",,,
"1","philippine_institute",,"organization",,,
"1","dredger",,"UNKNOWN",,,
"8","pose",,"UNKNOWN",,,
"1","titignan",,"unknown",,,
"7","transport",,"UNKNOWN",,,
"10","sell",,"UNKNOWN",,,
"1","capacity",,"UNKNOWN",,,
"3","set_sail",,"UNKNOWN",,,
"7","reporters",,"UNKNOWN",,,
"2","sangkot",,"UNKNOWN",,,
"1","towns—cavite_city",,"UNKNOWN",,,
"3","post",,"UNKNOWN",,,
"7","cases",,"UNKNOWN",,,
"1","compos",,"UNKNOWN",,,
"1","pavilion",,"UNKNOWN",,,
"2","return",,"UNKNOWN",,,
"1","stockholders",,"UNKNOWN",,,
"1","patungkol",,"UNKNOWN",,,
"2","tick",,"UNKNOWN",,,
"3","degree",,"UNKNOWN",,,
"1","predictably",,"UNKNOWN",,,
"1","lea",,"UNKNOWN",,,
"5","radio",,"UNKNOWN",,,
"1","diyan",,"UNKNOWN",,,
"2","bui",,"UNKNOWN",,,
"1","sorbent",,"UNKNOWN",,,
"15","sila",,"UNKNOWN",,,
"6","taxes",,"UNKNOWN",,,
"8","despite",,"unknown",,,
"1","be_in",,"UNKNOWN",,,
"2","govt",,"UNKNOWN",,,
"1","nitong",,"UNKNOWN",,,
"1","concentrate",,"UNKNOWN",,,
"1","undp",,"unknown",,,
"1","mystery",,"UNKNOWN",,,
"1","buy",,"UNKNOWN",,,
"1","alas",,"UNKNOWN",,,
"6","kami",,"UNKNOWN",,,
"1","travel",,"UNKNOWN",,,
"1","alam",,"UNKNOWN",,,
"3","cordero",,"UNKNOWN",,,
"1","act_as",,"UNKNOWN",,,
"1","resident",,"UNKNOWN",,,
"1","tinukoy",,"UNKNOWN",,,
"2","beaches",,"UNKNOWN",,,
"1","no-sell",,"UNKNOWN",,,
"3","kame",,"UNKNOWN",,,
"1","buong",,"UNKNOWN",,,
"1","kaugnayan",,"UNKNOWN",,,
"1","5-hectare",,"UNKNOWN",,,
"3","survey",,"UNKNOWN",,,
"1","longer",,"UNKNOWN",,,
"1","specializes",,"UNKNOWN",,,
"3","bulakan",,"UNKNOWN",,,
"1","effectively",,"UNKNOWN",,,
"1","connection",,"UNKNOWN",,,
"2","itopf",,"UNKNOWN",,,
"1","ipapakita",,"UNKNOWN",,,
"5","task_force",,"UNKNOWN",,,
"4","majority",,"UNKNOWN",,,
"1","stronger",,"UNKNOWN",,,
"1","makisig",,"UNKNOWN",,,
"16","sink",,"UNKNOWN",,,
"1","strip",,"UNKNOWN",,,
"7","shipown",,"UNKNOWN",,,
"1","sino",,"UNKNOWN",,,
"1","jump",,"UNKNOWN",,,
"3","—with",,"UNKNOWN",,,
"30","yung",,"UNKNOWN",,,
"1","beds",,"UNKNOWN",,,
"1","stories",,"unknown",,,
"1","season",,"UNKNOWN",,,
"1","calamities",,"UNKNOWN",,,
"17","seafood",,"UNKNOWN",,,
"6","stretch",,"UNKNOWN",,,
"1","nage",,"UNKNOWN",,,
"1","stormy_weath",,"UNKNOWN",,,
"2","biodiversity_management_bureau",,"organization",,,
"1","boatmen",,"UNKNOWN",,,
"6","exposure",,"UNKNOWN",,,
"1","paano",,"UNKNOWN",,,
"1","inspector",,"UNKNOWN",,,
"1","reield",,"UNKNOWN",,,
"1","unpumpable",,"UNKNOWN",,,
"2","purpose",,"UNKNOWN",,,
"1","north",,"UNKNOWN",,,
"9","evaluation",,"UNKNOWN",,,
"2","dependent_on",,"UNKNOWN",,,
"4","oil_pollution_compensation_act",,"agent",,,
"1","hopeful",,"UNKNOWN",,,
"212","pcg_bataan_station_command",,"agent",,,
"1","trader",,"UNKNOWN",,,
"24","oil_spill",,"agent",,,
"4","tilapia",,"UNKNOWN",,,
"1","wrongdoings",,"UNKNOWN",,,
"2","minalin",,"UNKNOWN",,,
"3","detect",,"UNKNOWN",,,
"3","university",,"agent",,,
"1","up-msi",,"UNKNOWN",,,
"6","potential",,"UNKNOWN",,,
"7","aerial",,"UNKNOWN",,,
"1","oil-cov",,"UNKNOWN",,,
"3","dependence",,"UNKNOWN",,,
"2","pipes",,"UNKNOWN",,,
"1","city—areas",,"UNKNOWN",,,
"1","ayos",,"UNKNOWN",,,
"4","rear_admiral_armando_balilo",,"agent",,,
"2","wetlands",,"UNKNOWN",,,
"1","agre",,"UNKNOWN",,,
"1","chances",,"UNKNOWN",,,
